"","vol","curveThyroglobulin","curveFerritin","curveIgG","curveTransferrin","curveOvalbumin","curveMyoglobin","curveVitaminB12"
"1",0,0.143264177814126,-0.126311555691063,0.0702815789729355,-0.173608552385121,0.168482596147805,-0.0970433819107707,-0.0904301716946065
"2",0.024024024024024,0.0641671903431416,0.0674349845387041,0.0388997798785567,0.197724869102239,-0.154926889576018,0.147729859221726,0.0649073374457657
"3",0.048048048048048,0.114022052288055,0.131348349433392,-0.181224717851728,0.061018101684749,0.0658599170856178,0.00914269536733622,-0.0639946018345654
"4",0.0720720720720721,0.111319834552705,-0.0913530517369507,-0.0602830914780496,0.00872312262654304,-0.104551673587412,0.00566781479865311,0.0353252595290542
"5",0.0960960960960961,0.120075604692101,0.0210950745269656,0.0448848541826009,0.0559294523671268,-0.0781568147242069,-0.02535229511559,0.153153760638088
"6",0.12012012012012,0.103935640305281,-0.183705525565892,0.108594144973904,0.0257666081190109,-0.0342439041472971,-0.127943912800401,0.118637084495276
"7",0.144144144144144,0.14486987143755,-0.00179988285526633,-0.187837607227265,-0.189341436792165,-0.0533199554309249,-0.00299798082560299,0.0551709838211537
"8",0.168168168168168,0.196406045462936,0.068057190068066,0.190055360086262,0.120116932224482,0.0457498802803457,-0.126513700466602,-0.166341298911721
"9",0.192192192192192,0.141256073210388,0.0771920178085564,-0.0872966318391262,-0.0438288670033216,-0.142458541039377,-0.00697332993149755,-0.0237868654541671
"10",0.216216216216216,0.0404843157157302,-0.00715383663773536,-0.114759017899632,0.0359462275169789,0.180624132882804,-0.043154782336205,0.183329284470528
"11",0.24024024024024,0.00750364447012544,0.108986289612949,0.150013871584087,0.0337000646628439,0.0494670887477696,-0.172389548830687,-0.145953570865095
"12",0.264264264264264,-0.166799618583173,0.156893011927604,0.135365165490657,-0.178977329097688,-0.0630436417646706,-0.081060883030295,0.0364462309516966
"13",0.288288288288288,0.175153079349548,0.0182951756753027,-0.12486914684996,0.125104254763573,-0.0947026989422738,-0.0226953827776014,0.164266031514853
"14",0.312312312312312,0.106980547960848,0.0933705494739113,-0.125245903246104,0.0468674339354037,-0.0218658650293946,-0.0950430893339212,0.185624585207552
"15",0.336336336336336,0.15654556080699,-0.138611408788711,-0.0494675929658114,-0.0696983625181018,0.190655701886862,-0.0812705977819856,-0.0290643928572535
"16",0.36036036036036,0.119104007817805,0.0625648779794573,0.0797296239063142,-0.04097485197708,0.158753906842321,-0.0208578092977404,0.0412068286910653
"17",0.384384384384384,0.134134598728269,0.132431681919843,-0.120059109013527,0.0134631076827645,-0.186207889765501,-0.154207799304276,0.181190114282072
"18",0.408408408408408,0.0312172340229153,-0.0820680609904228,-0.107732414733618,0.113285369891673,-0.133138011302799,-0.0758173320442435,-0.104485212638974
"19",0.432432432432432,0.127047329209745,0.0916721789166329,-0.156039190292358,0.0550050038844346,-0.142867319658399,0.0725404365919527,-0.0304541926831007
"20",0.456456456456456,-0.0497932842932641,0.164103568997234,-0.0290768004953861,-0.139953481499105,0.00945386644452811,-0.152358807623386,-0.00298575973138213
"21",0.48048048048048,0.124908916838467,0.0944422593340276,-0.0524518305435776,0.109045049641281,0.0513190465979278,-0.109746967069804,0.182907691691071
"22",0.504504504504504,-0.188967691827565,0.0705613264814018,0.0570319615304469,-0.134534109290689,-0.0161855834536254,0.0840740072540935,0.130996545776725
"23",0.528528528528528,-0.1297412824817,-0.150488695688545,0.0141692294739187,-0.0388161684386431,0.0440037387423217,-0.0554678693413732,0.0845128150656819
"24",0.552552552552553,0.161968183610588,-0.127504208963364,0.112055514939129,-0.0546359904110431,0.170145904738456,0.143285712599754,-0.134964630939066
"25",0.576576576576577,-0.124411310814321,0.152107566595077,-0.00504850503057241,0.143599894270301,-0.0320075781084597,0.0344696241430937,0.174187828693539
"26",0.600600600600601,0.0785619069822132,0.177561772894114,0.0810568127781151,-0.15946357389912,-0.0455904806964099,-0.0111952941864728,0.150872958265245
"27",0.624624624624625,0.124975367449224,-0.113521341234445,-0.0388892080634832,-0.0200638419948518,0.142377821914852,0.15360739910975,-0.04173827720806
"28",0.648648648648649,-0.0733426777645945,0.191696505621075,0.0688260261900722,0.00530858673155307,0.16418571062386,-0.0293765882030128,0.16477633183822
"29",0.672672672672673,0.0782544342800975,0.0697706207633017,0.0338001108728349,0.00317275710403919,0.0599612201564014,0.0823487425222989,-0.156249638088048
"30",0.696696696696697,0.153661627881229,0.000609493814408779,0.0311832438223063,0.194825478550046,0.0905776450410485,-0.0704665275290605,-0.129205179400742
"31",0.720720720720721,-0.105381771177053,0.118917881418019,0.114943341072649,0.109703429136425,0.157315543014556,-0.00637356564402577,0.000932075548917055
"32",0.744744744744745,-0.139002355653793,0.17968828594312,-0.130840926710516,-0.148986363690346,0.0496306635439396,0.111142672877758,0.193035255465657
"33",0.768768768768769,-0.0518983172252774,0.157872494868934,-0.0380654223263263,0.0113573426380753,0.0612049464136362,0.0410676940344272,0.137800761498511
"34",0.792792792792793,0.0954179605469108,0.0618748444132506,0.089869215339422,0.0544474896043538,-0.0995438000187278,-0.0465174071490762,-0.126333866640925
"35",0.816816816816817,-0.0728411741554737,-0.150389105640351,-0.074996248539537,-0.0478610429912805,0.0246338992379606,0.0831466014496978,-0.0340297714807093
"36",0.840840840840841,0.15625970903784,-0.1764543203637,-0.0409709333442151,-0.0762566211633383,-0.199044088181108,0.0445922568440435,0.0273740843869746
"37",0.864864864864865,0.151392789743841,-0.0386904530227184,-0.0270028405822813,-0.134517266880721,0.129715805314481,0.173211169149726,-0.0806350788101554
"38",0.888888888888889,-0.0499894010834396,-0.0360184567049145,-0.0101648169569671,-0.0889572998508809,0.1766780895181,0.0501726795919237,0.0189741770736873
"39",0.912912912912913,0.0536775692366063,-0.151835435722023,0.137098639644682,0.0985959834419189,0.165203659888357,0.0189315275289118,0.0250265726819635
"40",0.936936936936937,-0.193732413370162,-0.0229321856051683,-0.0939015519805251,-0.186320056673139,-0.0737086650915444,0.0830637800507243,0.0158856912516057
"41",0.960960960960961,0.0134504720568657,-0.0111459349282086,0.0919921074062584,0.185412020795047,-0.0929171613417566,0.154535420052706,0.0676427091471851
"42",0.984984984984985,-0.0461852750740945,-0.120759541448205,0.149786909390241,0.0707342384383081,-0.169795353990048,0.0551860684528944,0.0721553111448884
"43",1.00900900900901,0.111644003447145,-0.0162318057380616,0.102295384462923,0.174720435217023,-0.114299915824085,-0.189657414890825,-0.170367684494704
"44",1.03303303303303,0.196330471429974,-0.0495586123317479,0.144872071407735,0.105021589435637,-0.101515664439648,-0.0461668064817784,-0.1427628996782
"45",1.05705705705706,0.0555611810646951,-0.0698221242055296,0.115405769459903,0.0229536927305161,-0.189143068995327,-0.0591594504192469,0.151001415308565
"46",1.08108108108108,-0.172945232689381,0.0379684980958699,-0.147292587999254,-0.0473702421411871,0.0299158597365022,0.128343668952584,-0.104583110194653
